23	23_1	23_10ecbplus.xml	1	30	British	True	-
23	23_1	23_10ecbplus.xml	1	31	climber	True	(1)
23	23_1	23_10ecbplus.xml	1	32	dies	True	-
23	23_1	23_10ecbplus.xml	1	33	in	True	-
23	23_1	23_10ecbplus.xml	1	34	New	True	-
23	23_1	23_10ecbplus.xml	1	35	Zealand	True	-
23	23_1	23_10ecbplus.xml	1	36	fall	True	-
23	23_1	23_10ecbplus.xml	2	37	Robert	True	(1
23	23_1	23_10ecbplus.xml	2	38	Buckley	True	1)
23	23_1	23_10ecbplus.xml	2	39	the	True	-
23	23_1	23_10ecbplus.xml	2	40	second	True	-
23	23_1	23_10ecbplus.xml	2	41	climber	True	-
23	23_1	23_10ecbplus.xml	2	42	to	True	-
23	23_1	23_10ecbplus.xml	2	43	die	True	-
23	23_1	23_10ecbplus.xml	2	44	in	True	-
23	23_1	23_10ecbplus.xml	2	45	the	True	(0
23	23_1	23_10ecbplus.xml	2	46	Aoraki	True	-
23	23_1	23_10ecbplus.xml	2	47	-	True	-
23	23_1	23_10ecbplus.xml	2	48	Mount	True	-
23	23_1	23_10ecbplus.xml	2	49	Cook	True	-
23	23_1	23_10ecbplus.xml	2	50	national	True	-
23	23_1	23_10ecbplus.xml	2	51	park	True	0)
23	23_1	23_10ecbplus.xml	2	52	at	True	-
23	23_1	23_10ecbplus.xml	2	53	the	True	-
23	23_1	23_10ecbplus.xml	2	54	weekend	True	-
23	23_1	23_10ecbplus.xml	4	63	A	True	-
23	23_1	23_10ecbplus.xml	4	64	British	True	-
23	23_1	23_10ecbplus.xml	4	65	climber	True	(1)
23	23_1	23_10ecbplus.xml	4	66	has	True	-
23	23_1	23_10ecbplus.xml	4	67	fallen	True	-
23	23_1	23_10ecbplus.xml	4	68	to	True	-
23	23_1	23_10ecbplus.xml	4	69	his	True	-
23	23_1	23_10ecbplus.xml	4	70	death	True	-
23	23_1	23_10ecbplus.xml	4	71	in	True	(8
23	23_1	23_10ecbplus.xml	4	72	New	True	-
23	23_1	23_10ecbplus.xml	4	73	Zealand	True	8)
23	23_1	23_10ecbplus.xml	4	74	.	True	-
23	23_1	23_10ecbplus.xml	13	227	The	True	-
23	23_1	23_10ecbplus.xml	13	228	day	True	-
23	23_1	23_10ecbplus.xml	13	229	before	True	-
23	23_1	23_10ecbplus.xml	13	230	Buckley's	True	(1)
23	23_1	23_10ecbplus.xml	13	231	death	True	-
23	23_1	23_10ecbplus.xml	13	232	another	True	-
23	23_1	23_10ecbplus.xml	13	233	climber	True	-
23	23_1	23_10ecbplus.xml	13	234	,	True	-
23	23_1	23_10ecbplus.xml	13	235	36	True	-
